pid,file
162003773,src/compiler/scala/tools/ant/ScalaTool.scala
162003773,src/compiler/scala/tools/ant/Scalac.scala
162003773,src/compiler/scala/tools/ant/ScalacShared.scala
162003773,src/compiler/scala/tools/ant/antlib.xml
162003773,src/compiler/scala/tools/ant/sabbus/Break.scala
162003773,src/compiler/scala/tools/ant/sabbus/CompilationFailure.scala
162003773,src/compiler/scala/tools/ant/sabbus/Compiler.scala
162003773,src/compiler/scala/tools/ant/sabbus/Compilers.scala
162003773,src/compiler/scala/tools/ant/sabbus/ForeignCompiler.scala
162003773,src/compiler/scala/tools/ant/sabbus/Make.scala
162003773,src/compiler/scala/tools/ant/sabbus/ScalacFork.scala
162003773,src/compiler/scala/tools/ant/sabbus/Settings.scala
162003773,src/compiler/scala/tools/ant/sabbus/TaskArgs.scala
162003773,src/compiler/scala/tools/ant/sabbus/Use.scala
162003773,src/compiler/scala/tools/ant/sabbus/antlib.xml
162003773,src/compiler/templates/tool-unix.tmpl
162003773,src/compiler/templates/tool-windows.tmpl
162003773,src/eclipse/.gitignore
162003773,src/eclipse/README.md
162003773,src/eclipse/interactive/.classpath
162003773,src/eclipse/interactive/.gitignore
162003773,src/eclipse/interactive/.project
162003773,src/eclipse/partest/.classpath
162003773,src/eclipse/partest/.gitignore
162003773,src/eclipse/partest/.project
162003773,src/eclipse/reflect/.classpath
162003773,src/eclipse/reflect/.gitignore
162003773,src/eclipse/reflect/.project
162003773,src/eclipse/repl/.classpath
162003773,src/eclipse/repl/.gitignore
162003773,src/eclipse/repl/.project
162003773,src/eclipse/scala-compiler/.classpath
162003773,src/eclipse/scala-compiler/.gitignore
162003773,src/eclipse/scala-compiler/.project
162003773,src/eclipse/scala-library/.classpath
162003773,src/eclipse/scala-library/.gitignore
162003773,src/eclipse/scala-library/.project
162003773,src/eclipse/scaladoc/.classpath
162003773,src/eclipse/scaladoc/.gitignore
162003773,src/eclipse/scaladoc/.project
162003773,src/eclipse/scalap/.classpath
162003773,src/eclipse/scalap/.gitignore
162003773,src/eclipse/scalap/.project
162003773,src/eclipse/test-junit/.classpath
162003773,src/eclipse/test-junit/.gitignore
162003773,src/eclipse/test-junit/.project
162003773,src/eclipse/update-workspace.sh
162003773,src/intellij/README.md
162003773,src/intellij/scala.ipr.SAMPLE
162003773,src/library/scala/collection/SeqExtractors.scala
162003773,src/scaladoc/scala/tools/ant/Scaladoc.scala
162003773,test/ant/test-basic/build.xml
162003773,test/ant/test-basic/src/test-1.scala
162003773,test/files/jvm/innerClassEnclMethodJavaReflection.scala
162003773,test/scaladoc/run/t8557.scala
161996531,src/compiler/scala/tools/nsc/plugins/PluginDescription.scala
161996531,src/compiler/scala/tools/reflect/FastTrack.scala
161996531,src/compiler/scala/tools/reflect/Interpolators.scala
161996531,src/library/scala/StringContext.scala
161996531,src/reflect/scala/reflect/internal/Definitions.scala
161996531,src/reflect/scala/reflect/internal/StdNames.scala
161996531,src/reflect/scala/reflect/internal/SymbolTable.scala
161996531,src/reflect/scala/reflect/internal/util/StripMarginInterpolator.scala
161996531,src/reflect/scala/reflect/internal/util/package.scala
161996531,test/files/run/sm-interpolator.scala
161996531,test/junit/scala/reflect/internal/PrintersTest.scala
161996531,versions.properties
161993479,build.xml
161993479,doc/LICENSE.md
161993479,doc/License.rtf
161993479,project/VersionUtil.scala
161993479,src/library/scala/util/Properties.scala
161993479,src/scaladoc/scala/tools/nsc/doc/html/page/Template.scala
161993479,src/scalap/decoder.properties
161752108,src/compiler/scala/tools/nsc/symtab/classfile/ClassfileParser.scala
161752108,src/compiler/scala/tools/nsc/typechecker/ContextErrors.scala
161752108,test/files/neg/object-not-a-value.check
161752108,test/files/neg/t0673.check
161752108,test/files/neg/t7014.check
161752108,test/files/neg/t7251.check
161752108,test/files/run/t6814.check
161750322,src/compiler/scala/tools/nsc/ast/parser/Parsers.scala
161750322,test/files/pos/t10684.scala
161545073,test/files/run/structural.scala
161491269,src/compiler/scala/tools/nsc/typechecker/ContextErrors.scala
161491269,src/compiler/scala/tools/nsc/typechecker/Typers.scala
161491269,test/files/neg/applydynamic_sip.check
161491269,test/files/pos/t7420.scala
161406633,src/library/scala/DelayedInit.scala
161406633,src/library/scala/Symbol.scala
161406633,src/library/scala/annotation/ClassfileAnnotation.scala
161406633,src/library/scala/collection/TraversableLike.scala
161406633,src/library/scala/collection/concurrent/TrieMap.scala
161406633,src/library/scala/collection/generic/BitOperations.scala
161406633,src/library/scala/collection/immutable/BitSet.scala
161406633,src/library/scala/collection/immutable/HashMap.scala
161406633,src/library/scala/collection/immutable/ListMap.scala
161406633,src/library/scala/collection/immutable/LongMap.scala
161406633,src/library/scala/collection/immutable/Queue.scala
161406633,src/library/scala/collection/immutable/RedBlackTree.scala
161406633,src/library/scala/collection/immutable/Stack.scala
161406633,src/library/scala/collection/immutable/TreeMap.scala
161406633,src/library/scala/collection/immutable/TreeSet.scala
161406633,src/library/scala/collection/mutable/ArrayBuffer.scala
161406633,src/library/scala/collection/mutable/ArraySeq.scala
161406633,src/library/scala/collection/mutable/ArrayStack.scala
161406633,src/library/scala/collection/mutable/BitSet.scala
161406633,src/library/scala/collection/mutable/DoubleLinkedList.scala
161406633,src/library/scala/collection/mutable/HashMap.scala
161406633,src/library/scala/collection/mutable/HashSet.scala
161406633,src/library/scala/collection/mutable/LinearSeq.scala
161406633,src/library/scala/collection/mutable/LinkedList.scala
161406633,src/library/scala/collection/mutable/ListBuffer.scala
161406633,src/library/scala/collection/mutable/MutableList.scala
161406633,src/library/scala/collection/mutable/StringBuilder.scala
161406633,src/library/scala/collection/mutable/WeakHashMap.scala
161406633,src/library/scala/collection/parallel/immutable/ParHashMap.scala
161406633,src/library/scala/collection/parallel/immutable/ParHashSet.scala
161406633,src/library/scala/collection/parallel/immutable/ParRange.scala
161406633,src/library/scala/collection/parallel/immutable/ParVector.scala
161406633,src/library/scala/collection/parallel/mutable/ParArray.scala
161406633,src/library/scala/collection/parallel/mutable/ParHashMap.scala
161406633,src/library/scala/collection/parallel/mutable/ParHashSet.scala
161406633,src/library/scala/collection/parallel/mutable/ParTrieMap.scala
161406633,src/library/scala/concurrent/ExecutionContext.scala
161406633,src/library/scala/concurrent/SyncVar.scala
161406633,src/library/scala/concurrent/impl/Promise.scala
161406633,src/library/scala/io/Codec.scala
161406633,src/library/scala/math/PartialOrdering.scala
161406633,src/library/scala/runtime/ScalaRunTime.scala
161406633,src/library/scala/sys/process/Process.scala
161406633,src/library/scala/util/MurmurHash.scala
161406633,src/library/scala/util/control/TailCalls.scala
161406633,test/files/neg/delayed-init-ref.check
161236235,src/compiler/scala/tools/nsc/ast/parser/Parsers.scala
161236235,test/files/neg/t10678.check
161236235,test/files/neg/t10678.flags
161236235,test/files/neg/t10678.scala
161046157,src/compiler/scala/tools/nsc/typechecker/Typers.scala
161046157,test/files/pos/t10406.scala
160969081,src/library/scala/util/MurmurHash.scala
160659200,src/library/scala/collection/immutable/HashMap.scala
160628967,src/compiler/scala/tools/nsc/typechecker/PatternTypers.scala
160628967,test/files/pos/t8343.scala
160607241,src/compiler/scala/tools/nsc/ast/TreeGen.scala
160607241,src/compiler/scala/tools/nsc/backend/jvm/BCodeSkelBuilder.scala
160607241,src/compiler/scala/tools/nsc/backend/jvm/BCodeSyncAndTry.scala
160607241,src/compiler/scala/tools/nsc/backend/jvm/opt/CallGraph.scala
160607241,src/compiler/scala/tools/nsc/typechecker/SuperAccessors.scala
160607241,src/intellij/scala.ipr.SAMPLE
160607241,test/junit/scala/lang/traits/BytecodeTest.scala
160486436,src/compiler/scala/tools/nsc/ast/parser/Parsers.scala
160486436,test/files/pos/underscoreless.scala
160465311,src/compiler/scala/tools/nsc/Global.scala
160465311,src/compiler/scala/tools/nsc/reporters/AbstractReporter.scala
160465311,src/compiler/scala/tools/nsc/reporters/ConsoleReporter.scala
160465311,src/compiler/scala/tools/nsc/reporters/LimitingReporter.scala
160465311,src/compiler/scala/tools/nsc/reporters/NoReporter.scala
160465311,src/compiler/scala/tools/nsc/reporters/StoreReporter.scala
160465311,src/reflect/scala/reflect/internal/Reporting.scala
160465311,test/files/run/maxerrs.scala
160465311,test/junit/scala/tools/nsc/reporters/ConsoleReporterTest.scala
160325010,src/library/scala/DelayedInit.scala
160325010,src/library/scala/Symbol.scala
160325010,src/library/scala/annotation/ClassfileAnnotation.scala
160325010,src/library/scala/collection/TraversableLike.scala
160325010,src/library/scala/collection/concurrent/TrieMap.scala
160325010,src/library/scala/collection/generic/BitOperations.scala
160325010,src/library/scala/collection/immutable/BitSet.scala
160325010,src/library/scala/collection/immutable/HashMap.scala
160325010,src/library/scala/collection/immutable/ListMap.scala
160325010,src/library/scala/collection/immutable/LongMap.scala
160325010,src/library/scala/collection/immutable/Queue.scala
160325010,src/library/scala/collection/immutable/RedBlackTree.scala
160325010,src/library/scala/collection/immutable/Stack.scala
160325010,src/library/scala/collection/immutable/TreeMap.scala
160325010,src/library/scala/collection/immutable/TreeSet.scala
160325010,src/library/scala/collection/mutable/ArrayBuffer.scala
160325010,src/library/scala/collection/mutable/ArraySeq.scala
160325010,src/library/scala/collection/mutable/ArrayStack.scala
160325010,src/library/scala/collection/mutable/BitSet.scala
160325010,src/library/scala/collection/mutable/DoubleLinkedList.scala
160325010,src/library/scala/collection/mutable/HashMap.scala
160325010,src/library/scala/collection/mutable/HashSet.scala
160325010,src/library/scala/collection/mutable/LinearSeq.scala
160325010,src/library/scala/collection/mutable/LinkedList.scala
160325010,src/library/scala/collection/mutable/ListBuffer.scala
160325010,src/library/scala/collection/mutable/MutableList.scala
160325010,src/library/scala/collection/mutable/StringBuilder.scala
160325010,src/library/scala/collection/mutable/WeakHashMap.scala
160325010,src/library/scala/concurrent/ExecutionContext.scala
160325010,src/library/scala/concurrent/SyncVar.scala
160325010,src/library/scala/concurrent/impl/Promise.scala
160325010,src/library/scala/io/Codec.scala
160325010,src/library/scala/math/PartialOrdering.scala
160325010,src/library/scala/runtime/ScalaRunTime.scala
160325010,src/library/scala/sys/process/Process.scala
160325010,src/library/scala/util/MurmurHash.scala
160325010,src/library/scala/util/control/TailCalls.scala
159955300,src/compiler/scala/tools/nsc/typechecker/Typers.scala
159955300,test/files/pos/t10667.scala
159882248,src/library/scala/concurrent/duration/Duration.scala
159706168,src/compiler/scala/tools/nsc/transform/patmat/Solving.scala
159706168,test/files/pos/t10387.flags
159706168,test/files/pos/t10387.scala
159520848,src/compiler/scala/tools/nsc/typechecker/Typers.scala
159520848,src/reflect/scala/reflect/runtime/JavaMirrors.scala
159520848,test/files/neg/names-package-method-conflict.check
159520848,test/files/neg/names-package-method-conflict.scala
159520848,test/files/run/reflection-package-name-conflict.check
159520848,test/files/run/reflection-package-name-conflict/A_1.scala
159520848,test/files/run/reflection-package-name-conflict/A_2.scala
159520848,test/files/run/reflection-package-name-conflict/Test.scala
159290082,src/reflect/scala/reflect/internal/util/StatisticsStatics.java
159066626,src/library/scala/collection/convert/Wrappers.scala
159066626,test/files/run/t5880.scala
159066626,test/junit/scala/collection/convert/MapWrapperTest.scala
158953345,src/compiler/scala/tools/nsc/typechecker/TypeDiagnostics.scala
158808392,src/compiler/scala/tools/nsc/typechecker/Namers.scala
158808392,test/files/neg/t10661.check
158808392,test/files/neg/t10661.scala
158685482,src/compiler/scala/tools/nsc/symtab/BrowsingLoaders.scala
158685482,src/compiler/scala/tools/nsc/typechecker/Implicits.scala
158685482,src/compiler/scala/tools/nsc/typechecker/Namers.scala
158685482,src/interactive/scala/tools/nsc/interactive/tests/core/CoreTestDefs.scala
158685482,src/scaladoc/scala/tools/nsc/doc/model/ModelFactory.scala
158544936,src/compiler/scala/tools/nsc/typechecker/Typers.scala
158544936,src/reflect/scala/reflect/internal/Definitions.scala
158541352,src/reflect/scala/reflect/internal/Definitions.scala
158501418,test/files/run/reify_classfileann_a.check
158501418,test/files/run/reify_classfileann_b.check
158240993,src/compiler/scala/tools/nsc/backend/jvm/BCodeIdiomatic.scala
158240993,src/compiler/scala/tools/nsc/backend/jvm/BTypesFromClassfile.scala
158240993,src/compiler/scala/tools/nsc/backend/jvm/BTypesFromSymbols.scala
158240993,src/compiler/scala/tools/nsc/backend/jvm/CoreBTypes.scala
158240993,src/compiler/scala/tools/nsc/backend/jvm/PostProcessor.scala
158240993,src/compiler/scala/tools/nsc/backend/jvm/analysis/BackendUtils.scala
158240993,src/compiler/scala/tools/nsc/backend/jvm/opt/BoxUnbox.scala
158240993,src/compiler/scala/tools/nsc/backend/jvm/opt/InlinerHeuristics.scala
158240993,src/compiler/scala/tools/nsc/typechecker/Implicits.scala
158240993,src/library/scala/sys/Prop.scala
158240993,src/reflect/scala/reflect/internal/settings/AbsSettings.scala
158240993,src/reflect/scala/reflect/internal/settings/MutableSettings.scala
157884437,project/ScalaOptionParser.scala
157812793,project/ScalaOptionParser.scala
157458489,src/compiler/scala/tools/nsc/backend/jvm/PostProcessorFrontendAccess.scala
157458489,src/reflect/scala/reflect/internal/SymbolTable.scala
157458489,src/reflect/scala/reflect/internal/util/JavaClearable.scala
157458489,test/junit/scala/tools/nsc/backend/jvm/PerRunInitTest.scala
157283813,src/compiler/scala/tools/nsc/typechecker/Typers.scala
157283813,src/reflect/scala/reflect/internal/util/Position.scala
157283813,test/files/pos/t10643.flags
157283813,test/files/pos/t10643.scala
157221204,src/compiler/scala/tools/nsc/backend/jvm/PostProcessor.scala
157221204,src/compiler/scala/tools/nsc/backend/jvm/analysis/BackendUtils.scala
157189822,src/compiler/scala/tools/nsc/typechecker/Macros.scala
157189822,test/files/neg/t10552.check
157189822,test/files/neg/t10552/Macros_1.scala
157189822,test/files/neg/t10552/Test_2.scala
157189822,test/files/run/macro-sip19-revised/Impls_Macros_1.scala
157091497,src/compiler/scala/tools/nsc/backend/jvm/BCodeHelpers.scala
157091497,test/files/run/t10650.check
157091497,test/files/run/t10650/Test.scala
157091497,test/files/run/t9437b/Foo_1.scala
157091497,test/files/run/t9437b/Test.scala
157062142,src/compiler/scala/reflect/quasiquotes/Placeholders.scala
157062142,src/compiler/scala/tools/nsc/ast/parser/Parsers.scala
157062142,src/compiler/scala/tools/nsc/javac/JavaParsers.scala
157062142,src/compiler/scala/tools/nsc/typechecker/Contexts.scala
157062142,src/compiler/scala/tools/nsc/typechecker/Namers.scala
157062142,src/reflect/scala/reflect/api/StandardLiftables.scala
157062142,src/reflect/scala/reflect/api/Trees.scala
157062142,src/reflect/scala/reflect/internal/Printers.scala
157062142,src/reflect/scala/reflect/internal/ReificationSupport.scala
157062142,src/reflect/scala/reflect/internal/TreeGen.scala
157062142,src/reflect/scala/reflect/internal/Trees.scala
157062142,test/files/neg/t10641.check
157062142,test/files/neg/t10641.scala
157062142,test/files/neg/t6426.check
157062142,test/files/neg/t6426.scala
157062142,test/files/neg/t7691.check
157062142,test/files/neg/t7691.scala
157062142,test/files/pos/t10641/J_0.java
157062142,test/files/pos/t10641/S_1.scala
157062142,test/files/run/toolbox_typecheck_implicitsdisabled.scala
157062142,test/scalacheck/scala/reflect/quasiquotes/DefinitionDeconstructionProps.scala
156816252,src/repl/scala/tools/nsc/interpreter/IMain.scala
156639660,spec/08-pattern-matching.md
156639660,src/compiler/scala/tools/nsc/typechecker/Typers.scala
156639660,src/reflect/scala/reflect/internal/tpe/GlbLubs.scala
156639660,test/files/pos/alternative-lubs.flags
156639660,test/files/pos/alternative-lubs.scala
156639660,test/files/run/sd455.check
156639660,test/files/run/sd455.scala
156562668,src/compiler/scala/tools/nsc/typechecker/RefChecks.scala
156562668,test/files/pos/t10644.flags
156562668,test/files/pos/t10644/Objs_1.scala
156562668,test/files/pos/t10644/Test_2.scala
156427424,src/compiler/scala/tools/nsc/CompilationUnits.scala
156427424,src/compiler/scala/tools/nsc/Global.scala
156427424,src/compiler/scala/tools/nsc/backend/jvm/CoreBTypes.scala
156427424,src/compiler/scala/tools/nsc/backend/jvm/analysis/BackendUtils.scala
156427424,src/compiler/scala/tools/nsc/transform/SpecializeTypes.scala
156427424,src/compiler/scala/tools/nsc/typechecker/Implicits.scala
156427424,src/compiler/scala/tools/nsc/typechecker/Typers.scala
156427424,src/library/scala/collection/IndexedSeqOptimized.scala
156427424,src/reflect/scala/reflect/internal/Definitions.scala
156427424,src/reflect/scala/reflect/internal/SymbolTable.scala
156427424,src/reflect/scala/reflect/internal/Symbols.scala
156427424,src/reflect/scala/reflect/internal/Types.scala
156427424,src/reflect/scala/reflect/internal/transform/UnCurry.scala
156427424,src/reflect/scala/reflect/runtime/JavaMirrors.scala
156376346,src/reflect/scala/reflect/internal/Symbols.scala
156376346,test/files/jvm/manifests-new.check
156376346,test/files/run/abstypetags_core.check
156376346,test/files/run/exprs_serialize.check
156376346,test/files/run/freetypes_false_alarm1.check
156376346,test/files/run/inferred-type-constructors-hou.check
156376346,test/files/run/inferred-type-constructors.check
156376346,test/files/run/interop_manifests_are_abstypetags.check
156376346,test/files/run/interop_manifests_are_typetags.check
156376346,test/files/run/macro-reify-unreify.check
156376346,test/files/run/reflection-equality.check
156376346,test/files/run/reflection-magicsymbols-invoke.check
156376346,test/files/run/reflection-magicsymbols-repl.check
156376346,test/files/run/reflection-repl-elementary.check
156376346,test/files/run/reflection-valueclasses-magic.check
156376346,test/files/run/reify_newimpl_26.check
156376346,test/files/run/t5256c.check
156376346,test/files/run/t5256d.check
156376346,test/files/run/t5256h.check
156376346,test/files/run/t5418a.check
156376346,test/files/run/t7008.check
156376346,test/files/run/typetags_core.check
156196659,src/library/scala/concurrent/duration/Deadline.scala
156123844,scripts/jobs/integrate/bootstrap
156116444,versions.properties
156089796,src/compiler/scala/tools/nsc/CompilationUnits.scala
156089796,src/compiler/scala/tools/nsc/Global.scala
156089796,src/compiler/scala/tools/nsc/backend/jvm/analysis/BackendUtils.scala
156089796,src/compiler/scala/tools/nsc/typechecker/Implicits.scala
156089796,src/compiler/scala/tools/nsc/typechecker/Typers.scala
156089796,src/library/scala/collection/IndexedSeqOptimized.scala
156089796,src/reflect/scala/reflect/internal/Definitions.scala
156089796,src/reflect/scala/reflect/internal/SymbolTable.scala
156089796,src/reflect/scala/reflect/internal/Symbols.scala
156089796,src/reflect/scala/reflect/internal/Types.scala
156089498,src/compiler/scala/tools/nsc/backend/jvm/PostProcessorFrontendAccess.scala
156044250,src/compiler/scala/tools/nsc/typechecker/Typers.scala
156044250,test/files/neg/t10530.check
156044250,test/files/neg/t10530.scala
155882811,test/files/neg/t6895.check
155882811,test/files/neg/t6895.scala
155882811,test/files/neg/t6895b.check
155882811,test/files/neg/t7187-2.13.check
155882811,test/files/neg/t7187-2.13.scala
155882811,test/files/pos/t6895.scala
155882811,test/files/pos/t6895b-2.flags
155882811,test/files/pos/t6895b-2.scala
155882811,test/files/pos/t6895b.flags
155882811,test/files/pos/t6895b.scala
155882811,test/files/run/byname.check
155882811,test/files/run/byname.scala
155780998,src/compiler/scala/tools/ant/templates/tool-unix.tmpl
155780998,test/files/run/t10594.scala
155780998,versions.properties
155551786,src/compiler/scala/tools/nsc/typechecker/TypeDiagnostics.scala
155551786,test/files/neg/warn-unused-privates.scala
155486944,src/compiler/scala/tools/nsc/backend/jvm/PostProcessor.scala
155486944,src/compiler/scala/tools/nsc/backend/jvm/analysis/BackendUtils.scala
155484688,src/compiler/scala/tools/nsc/backend/jvm/BTypes.scala
155484688,src/reflect/scala/reflect/internal/util/Statistics.scala
155482683,src/compiler/scala/tools/nsc/backend/jvm/BTypes.scala
155482683,src/compiler/scala/tools/nsc/backend/jvm/BTypesFromClassfile.scala
155482683,src/compiler/scala/tools/nsc/backend/jvm/BTypesFromSymbols.scala
155482683,test/junit/scala/tools/nsc/backend/jvm/opt/BTypesFromClassfileTest.scala
155482683,test/junit/scala/tools/nsc/backend/jvm/opt/CallGraphTest.scala
155482683,test/junit/scala/tools/nsc/backend/jvm/opt/InlineInfoTest.scala
155482683,test/junit/scala/tools/nsc/backend/jvm/opt/InlinerIllegalAccessTest.scala
155482683,test/junit/scala/tools/nsc/backend/jvm/opt/InlinerTest.scala
155466961,src/compiler/scala/tools/nsc/profile/AsyncHelper.scala
155466961,src/compiler/scala/tools/nsc/profile/InPhase.scala
155466961,src/compiler/scala/tools/nsc/profile/Profiler.scala
155317203,src/library/scala/collection/TraversableLike.scala
155317203,test/files/run/view-headoption.check
155317203,test/junit/scala/collection/TraversableLikeTest.scala
154880203,src/library/scala/collection/immutable/PagedSeq.scala
154880203,test/files/run/t3647.scala
154880203,test/junit/scala/collection/immutable/PagedSeqTest.scala
154714273,src/reflect/scala/reflect/internal/Flags.scala
154714273,src/reflect/scala/reflect/internal/Symbols.scala
154708047,src/compiler/scala/tools/nsc/ast/parser/Parsers.scala
154708047,src/compiler/scala/tools/nsc/ast/parser/Scanners.scala
154708047,src/compiler/scala/tools/nsc/ast/parser/Tokens.scala
154708047,src/compiler/scala/tools/nsc/settings/ScalaSettings.scala
154708047,src/reflect/scala/reflect/internal/StdAttachments.scala
154708047,src/reflect/scala/reflect/internal/StdNames.scala
154708047,src/reflect/scala/reflect/internal/TreeGen.scala
154708047,src/reflect/scala/reflect/internal/settings/MutableSettings.scala
154708047,src/reflect/scala/reflect/runtime/JavaUniverseForce.scala
154708047,src/reflect/scala/reflect/runtime/Settings.scala
154708047,test/files/neg/cofor.check
154708047,test/files/neg/cofor.scala
154708047,test/files/pos/cofor.flags
154708047,test/files/pos/cofor.scala
154587515,src/compiler/scala/tools/nsc/typechecker/Contexts.scala
154587515,src/reflect/scala/reflect/internal/Names.scala
154587515,src/repl/scala/tools/nsc/interpreter/ExprTyper.scala
154587515,src/repl/scala/tools/nsc/interpreter/MemberHandlers.scala
154587515,test/files/run/t9880-9881.check
154587515,test/files/run/t9880-9881.scala
154587515,test/junit/scala/reflect/internal/NamesTest.scala
154456228,src/reflect/scala/reflect/io/PlainFile.scala
154456228,src/reflect/scala/reflect/io/ZipArchive.scala
154456101,src/compiler/scala/tools/nsc/typechecker/Typers.scala
154456101,src/reflect/scala/reflect/internal/Symbols.scala
154411064,test/files/pos/t9220.flags
154411064,test/files/pos/t9220.scala
154312672,project/JarJar.scala
154259385,src/compiler/scala/tools/nsc/typechecker/TypeDiagnostics.scala
154259385,test/files/neg/warn-unused-privates.check
154259385,test/files/neg/warn-unused-privates.scala
154259385,test/files/pos/t10394.flags
154259385,test/files/pos/t10394.scala
154259385,test/files/pos/t10623.flags
154259385,test/files/pos/t10623.scala
154024521,src/compiler/scala/tools/nsc/backend/jvm/PerRunInit.scala
153997834,src/compiler/scala/tools/nsc/ast/DocComments.scala
153997834,test/scaladoc/resources/t10621.scala
153997834,test/scaladoc/run/t10621.check
153997834,test/scaladoc/run/t10621.scala
153912354,src/library/scala/collection/SeqLike.scala
153793867,src/compiler/scala/tools/nsc/typechecker/EtaExpansion.scala
153744563,README.md
153551701,build.sbt
153551701,src/intellij/compiler.iml.SAMPLE
153551701,src/intellij/interactive.iml.SAMPLE
153551701,src/intellij/junit.iml.SAMPLE
153551701,src/intellij/library.iml.SAMPLE
153551701,src/intellij/partest-extras.iml.SAMPLE
153551701,src/intellij/partest-javaagent.iml.SAMPLE
153551701,src/intellij/reflect.iml.SAMPLE
153551701,src/intellij/repl-frontend.iml.SAMPLE
153551701,src/intellij/repl.iml.SAMPLE
153551701,src/intellij/scala.iml.SAMPLE
153551701,src/intellij/scala.ipr.SAMPLE
153551701,src/intellij/scalacheck.iml.SAMPLE
153551701,src/intellij/scaladoc.iml.SAMPLE
153551701,src/intellij/scalap.iml.SAMPLE
153551701,src/intellij/test.iml.SAMPLE
153520922,src/compiler/scala/tools/nsc/backend/jvm/BTypes.scala
153520122,src/compiler/scala/tools/nsc/profile/AsyncHelper.scala
153520122,src/compiler/scala/tools/nsc/profile/InPhase.scala
153520122,src/compiler/scala/tools/nsc/profile/Profiler.scala
153514172,src/compiler/scala/tools/nsc/Global.scala
153514172,src/compiler/scala/tools/nsc/transform/Flatten.scala
153514172,src/reflect/scala/reflect/internal/PrivateWithin.scala
153514172,src/reflect/scala/reflect/internal/Symbols.scala
153315992,test/files/run/t10594.scala
153315992,versions.properties
153312158,src/compiler/scala/tools/nsc/backend/jvm/AsmUtils.scala
153157762,src/compiler/scala/tools/nsc/typechecker/Infer.scala
153157762,test/files/neg/warn-inferred-any.check
153157762,test/files/neg/warn-inferred-any.scala
153127153,src/compiler/scala/tools/nsc/ast/parser/Parsers.scala
153127153,src/compiler/scala/tools/nsc/ast/parser/TreeBuilder.scala
153127153,src/compiler/scala/tools/nsc/typechecker/Typers.scala
153127153,src/reflect/scala/reflect/internal/Trees.scala
153127153,src/reflect/scala/reflect/runtime/JavaUniverseForce.scala
153127153,test/files/neg/t7187.scala
153127153,test/files/run/byname.check
153097915,src/compiler/scala/tools/nsc/transform/Erasure.scala
153097915,test/files/run/t10611.scala
153058649,src/compiler/scala/tools/nsc/typechecker/Typers.scala
153058649,test/files/run/InferOverloadedPartialFunction.scala
152845953,src/compiler/scala/tools/nsc/backend/jvm/BCodeSkelBuilder.scala
